"Concurso";"Data do Sorteio";"Coluna1";"Coluna2";"Coluna3";"Coluna4";"Coluna5";"Coluna6";"Ganhadores Faixa 1";"Ganhadores Faixa 2";"Ganhadores Faixa 3";"Rateio Faixa 1";"Rateio Faixa2";"Rateio Faixa 3";"Cidade";"Valor Arrecadado";"Estimativa para o próximo concurso";"Valor Acumulado Próximo Concurso";"Acumulado";"Sorteio Especial";"Observação"
1740;2015-09-09 00:00:00;10;15;25;38;47;53;0;62;4599;0.00;36321.35;699.50;-;38464531.00;30000000.00;24812110.45;Sim;Não;-
1741;2015-09-12 00:00:00;15;18;20;32;48;49;1;82;6448;31114779.74;41724.99;758.03;CURITIBA:PR;58440900.00;3000000.00;0.00;Não;Não;-
1742;2015-09-16 00:00:00;11;19;21;23;27;52;0;83;4483;0.00;20114.88;532.02;-;28516894.00;7000000.00;3075458.31;Sim;Não;-
1743;2015-09-19 00:00:00;4;10;29;31;34;35;0;40;3955;0.00;52243.33;754.82;-;35694197.00;11500000.00;6924966.43;Sim;Não;-
1744;2015-09-23 00:00:00;9;12;14;29;42;56;0;96;5272;0.00;23463.68;610.37;-;38474611.00;30000000.00;24604511.33;Sim;Não;-
1745;2015-09-26 00:00:00;9;13;18;47;52;60;0;128;6976;0.00;24987.82;654.98;-;54631755.50;38500000.00;30496376.24;Sim;Não;-
1746;2015-09-30 00:00:00;6;18;37;40;41;58;0;106;5849;0.00;36347.41;941.02;-;65809135.00;45000000.00;37593686.76;Sim;Não;-
1747;2015-10-03 00:00:00;6;33;34;48;53;59;2;93;8700;23221167.26;51651.09;788.76;ITAÍ:SP::SÃO:PAULO:SP;82048242.50;3000000.00;0.00;Não;Não;-
1748;2015-10-07 00:00:00;2;10;13;41;49;53;0;76;3731;0.00;22602.38;657.72;-;29340979.50;7000000.00;3164333.37;Sim;Não;-
1749;2015-10-10 00:00:00;3;13;14;29;33;43;0;78;7101;0.00;28649.13;449.56;-;38169180.00;31000000.00;25583870.58;Sim;Não;-
1750;2015-10-13 00:00:00;15;17;20;31;41;48;0;23;1865;0.00;51788.31;912.39;-;20345405.50;32000000.00;27778059.26;Sim;Não;-
1751;2015-10-15 00:00:00;15;22;23;42;51;57;0;47;4580;0.00;56298.89;825.34;-;45196469.50;40000000.00;32652357.92;Sim;Não;-
1752;2015-10-17 00:00:00;9;36;37;53;55;60;0;70;5668;0.00;49588.74;874.88;-;59290882.00;46000000.00;39046695.13;Sim;Não;-
1753;2015-10-21 00:00:00;8;15;29;35;45;54;1;149;8929;47335685.52;30199.58;719.92;BRASÍLIA:DF;76858873.00;3000000.00;0.00;Não;Não;-
1754;2015-10-24 00:00:00;20;27;30;31;40;53;0;22;1958;0.00;79256.27;1272.17;-;29782637.50;23000000.00;18903483.52;Sim;Não;-
1755;2015-10-28 00:00:00;2;5;8;18;30;48;0;123;8784;0.00;23130.69;462.70;-;48595981.00;30000000.00;24144408.92;Sim;Não;-
1756;2015-10-31 00:00:00;6;13;14;28;35;45;0;134;10310;0.00;26039.14;483.47;-;59598896.00;39000000.00;30571964.48;Sim;Não;-
1757;2015-11-04 00:00:00;13;25;28;37;43;56;0;311;11196;0.00;11158.23;442.78;-;59273746.00;44000000.00;36964453.62;Sim;Não;-
1758;2015-11-07 00:00:00;6;11;16;23;36;42;0;230;13800;0.00;21071.57;501.70;-;82781160.00;55000000.00;45892144.25;Sim;Não;-
1759;2015-11-10 00:00:00;2;14;21;22;51;60;0;70;5957;0.00;50966.89;855.57;-;60938664.50;80000000.00;73559490.68;Sim;Não;-
1760;2015-11-13 00:00:00;10;24;25;36;47;48;0;206;14689;0.00;34046.20;682.09;-;119796096.00;110000000.00;86479127.04;Sim;Não;-
1761;2015-11-14 00:00:00;9;10;36;50;53;55;0;176;17821;0.00;55056.18;776.76;-;165510502.50;130000000.00;104328919.97;Sim;Não;-
1762;2015-11-18 00:00:00;26;32;42;45;55;59;0;219;18595;0.00;63520.19;1068.71;-;237608906.50;170000000.00;129954301.54;Sim;Não;-
1763;2015-11-21 00:00:00;9;12;15;21;31;36;0;689;43184;0.00;25269.18;575.95;-;297383730.00;200000000.00;162026211.93;Sim;Não;-
1764;2015-11-25 00:00:00;6;7;29;39;41;55;1;401;33850;205329753.89;58622.54;992.09;BRASÍLIA:DF;401527962.50;100000000.00;0.00;Não;Não;-
1765;2015-11-28 00:00:00;1;6;28;37;56;58;0;185;9138;0.00;28048.25;811.20;-;88630710.00;105000000.00;92385569.00;Sim;Não;-
1766;2015-12-02 00:00:00;22;23;41;46;53;60;0;70;7088;0.00;75974.54;1071.87;-;90839126.00;110000000.00;102182286.21;Sim;Não;-
1767;2015-12-05 00:00:00;16;26;35;39;44;45;0;84;7608;0.00;65866.39;1038.90;-;94503941.00;125000000.00;112374242.31;Sim;Não;-
1768;2015-12-09 00:00:00;5;7;11;34;35;50;0;156;12402;0.00;35476.07;637.48;-;94529393.00;135000000.00;122568943.34;Sim;Não;-
1769;2015-12-12 00:00:00;32;37;44;47;54;60;0;105;7782;0.00;54460.29;1049.73;-;97673341.50;175000000.00;164704569.73;Sim;Não;-
1770;2015-12-16 00:00:00;11;26;27;30;34;41;0;110;8861;0.00;55796.09;989.49;-;104834271.50;187000000.00;176010619.85;Sim;Não;-
1771;2015-12-19 00:00:00;2;20;27;28;32;38;0;123;10330;0.00;51896.21;882.75;-;109030383.00;195000000.00;187769207.55;Sim;Não;-
1772;2015-12-22 00:00:00;12;19;27;39;41;45;2;244;13112;98688974.76;21377.77;568.30;CAMPOS:BELOS:GO::SANTOS:SP;89096143.50;3000000.00;0.00;Não;Não;-
1773;2015-12-24 00:00:00;15;30;39;41;45;59;0;36;2312;0.00;55113.48;1225.95;-;33889656.50;6000000.00;3654894.04;Sim;Não;-
1774;2015-12-26 00:00:00;1;12;20;30;52;60;0;37;2707;0.00;35035.75;684.11;-;22142158.50;280000000.00;128027188.92;Sim;Não;-
1775;2015-12-31 00:00:00;2;18;31;42;51;56;6;827;62767;41088919.05;43913.49;826.55;ÁGUA:BRANCA:AL::GUAÇUÍ:ES::VILA:VELHA:ES::VITÓRIA:ES::CERQUILHO:SP;620312112.00;1500000.00;0.00;Não;Não;-
1776;2016-01-02 00:00:00;10;11;14;19;39;48;0;17;1051;0.00;27190.70;628.30;-;7895436.50;2500000.00;851498.25;Sim;Não;-
1777;2016-01-06 00:00:00;4;19;38;44;52;55;0;62;3484;0.00;28129.17;715.10;-;30249282.00;7500000.00;4064145.66;Sim;Não;-
1778;2016-01-09 00:00:00;4;10;38;40;45;48;0;37;3457;0.00;56503.91;863.93;-;36261571.50;12000000.00;7915332.73;Sim;Não;-
1779;2016-01-12 00:00:00;12;25;30;39;56;57;0;30;2162;0.00;44777.18;887.61;-;23299384.50;19000000.00;16920630.96;Sim;Não;-
1780;2016-01-14 00:00:00;6;20;22;31;33;34;0;30;3095;0.00;70266.06;972.98;-;36562284.50;24000000.00;20803755.49;Sim;Não;-
1781;2016-01-16 00:00:00;1;8;22;49;52;53;2;54;3941;12626122.54;44720.27;875.37;MANAUS:AM::PRATA:MG;41885585.00;3000000.00;0.00;Não;Não;-
1782;2016-01-20 00:00:00;6;18;34;47;52;57;0;110;3430;0.00;13771.92;630.94;-;26275648.00;6000000.00;2790624.67;Sim;Não;.
1783;2016-01-23 00:00:00;4;6;16;18;21;38;0;67;4886;0.00;29033.90;568.75;-;33740126.00;10000000.00;6374019.75;Sim;Não;-
1784;2016-01-27 00:00:00;4;15;26;30;54;55;0;32;2896;0.00;60305.07;951.93;-;33471119.50;25000000.00;21406847.55;Sim;Não;-
1785;2016-01-30 00:00:00;5;11;27;41;42;54;0;91;6410;0.00;29194.90;592.09;-;46080240.50;30000000.00;26300833.65;Sim;Não;-
1786;2016-02-02 00:00:00;2;6;8;21;25;34;0;76;5065;0.00;22419.77;480.58;-;29553643.00;33000000.00;29439600.20;Sim;Não;-
1787;2016-02-04 00:00:00;1;5;13;25;26;29;2;167;8897;17008680.52;14880.66;399.02;JUNDIAÍ:SP::SÃO:CAETANO:DO:SUL:SP;43102762.50;3000000.00;0.00;Não;Não;-
1788;2016-02-06 00:00:00;3;13;42;45;56;59;0;41;3508;0.00;35064.86;585.46;-;24935750.00;3500000.00;2648319.80;Sim;Não;-
1789;2016-02-10 00:00:00;6;25;43;57;58;59;0;16;1574;0.00;55476.51;805.61;-;15395562.00;18000000.00;14902458.79;Sim;Não;-
1790;2016-02-13 00:00:00;11;13;26;27;28;50;0;72;5672;0.00;34557.38;626.67;-;43155861.00;24000000.00;19485858.98;Sim;Não;-
1791;2016-02-17 00:00:00;12;18;46;50;53;55;0;36;3703;0.00;71567.53;993.95;-;44687387.50;30000000.00;24231916.09;Sim;Não;-
1792;2016-02-20 00:00:00;2;16;17;18;41;47;0;85;6593;0.00;34568.92;636.68;-;50964900.00;35000000.00;29644681.07;Sim;Não;-
1793;2016-02-24 00:00:00;13;14;22;54;56;58;1;80;5158;35196529.96;37673.26;834.72;IPUIUNA:MG;52274470.50;3000000.00;0.00;Não;Não;-
1794;2016-02-27 00:00:00;1;5;34;37;40;60;1;64;3568;2942618.04;24959.71;639.58;CUIABÁ:MT;27706770.00;18000000.00;0.00;Não;Não;-
1795;2016-03-02 00:00:00;30;42;47;50;55;58;0;48;2549;0.00;45797.11;1232.00;-;38128146.00;24000000.00;18655346.92;Sim;Não;-
1796;2016-03-05 00:00:00;22;23;34;48;53;54;1;48;4783;23818040.93;58387.61;837.07;CURITIBA:PR;48610310.00;3000000.00;0.00;Não;Não;-
1797;2016-03-08 00:00:00;2;13;14;35;54;57;0;32;2516;0.00;27759.94;504.38;-;15407598.50;3500000.00;1636375.41;Sim;Não;-
1798;2016-03-10 00:00:00;2;9;23;28;45;53;0;88;4315;0.00;15418.93;449.21;-;23534406.00;6600000.00;4135864.44;Sim;Não;-
1799;2016-03-12 00:00:00;1;3;4;39;51;53;0;39;3102;0.00;43908.54;788.63;-;29701612.50;21000000.00;17663326.20;Sim;Não;-
1800;2016-03-16 00:00:00;6;11;16;19;31;56;1;96;5710;22054205.88;24829.38;596.35;TERESÓPOLIS:RJ;41343148.00;3000000.00;0.00;Não;Não;-
1801;2016-03-19 00:00:00;6;19;34;43;45;54;0;82;3265;0.00;19244.71;690.46;-;27371067.50;6500000.00;2906964.51;Sim;Não;-
1802;2016-03-23 00:00:00;2;6;13;14;17;44;0;99;6229;0.00;17256.89;391.81;-;29632225.00;9000000.00;6054076.93;Sim;Não;-
1803;2016-03-26 00:00:00;4;8;29;38;49;50;0;35;2641;0.00;46830.05;886.59;-;28428841.00;13000000.00;9073383.05;Sim;Não;-
1804;2016-03-30 00:00:00;20;21;28;48;50;59;0;23;2088;0.00;86611.40;1362.93;-;34551692.00;28000000.00;23512820.15;Sim;Não;-
1805;2016-04-02 00:00:00;17;22;27;31;49;57;0;53;4693;0.00;52834.14;852.39;-;48568747.50;34000000.00;28671099.98;Sim;Não;-
1806;2016-04-06 00:00:00;11;20;35;42;55;58;0;86;5047;0.00;37310.94;908.24;-;55654595.50;40000000.00;34581937.55;Sim;Não;-
1807;2016-04-09 00:00:00;1;15;16;22;25;43;0;94;7609;0.00;41428.63;731.14;-;67545257.50;50000000.00;41755631.70;Sim;Não;-
1808;2016-04-13 00:00:00;2;14;20;25;41;45;0;141;9208;0.00;31327.32;685.29;-;76614121.50;60000000.00;49892491.27;Sim;Não;-
1809;2016-04-16 00:00:00;9;12;23;24;46;54;0;188;13704;0.00;26361.78;516.63;-;85960518.00;90000000.00;81342042.56;Sim;Não;-
1810;2016-04-20 00:00:00;1;10;25;43;50;56;1;266;14324;92303225.84;22369.76;593.44;CABROBÓ:PE;103207069.00;2500000.00;0.00;Não;Não;-
1811;2016-04-23 00:00:00;5;17;32;35;37;57;0;82;4309;0.00;17291.66;470.08;-;24593303.00;6000000.00;2611949.97;Sim;Não;-
1812;2016-04-27 00:00:00;20;23;32;34;37;45;0;43;2976;0.00;39907.56;823.74;-;29763916.00;10000000.00;5773048.72;Sim;Não;-
1813;2016-04-30 00:00:00;9;11;13;15;19;51;0;209;9346;0.00;10804.08;345.15;-;39165192.50;14000000.00;9932617.01;Sim;Não;-
1814;2016-05-03 00:00:00;9;11;27;46;51;53;0;51;3473;0.00;30125.16;631.97;-;26648079.50;31500000.00;27675011.61;Sim;Não;-
1815;2016-05-05 00:00:00;8;11;25;39;41;60;3;84;4553;10829320.16;31104.09;819.78;CUIABÁ:MT::BELÉM:PA::SANTO:ANDRÉ:SP;45317219.50;3000000.00;0.00;Não;Não;-
1816;2016-05-07 00:00:00;5;10;12;22;28;46;0;112;6085;0.00;14062.28;369.75;-;27317451.00;6500000.00;2901270.13;Sim;Não;-
1817;2016-05-11 00:00:00;1;4;26;39;47;55;0;49;3620;0.00;37500.89;725.15;-;31871619.50;10000000.00;6286219.10;Sim;Não;-
1818;2016-05-14 00:00:00;2;6;10;15;53;56;0;98;6394;0.00;23523.73;515.06;-;39985141.00;16000000.00;10532870.63;Sim;Não;-
1819;2016-05-18 00:00:00;17;18;26;30;33;37;0;30;4092;0.00;80841.77;846.68;-;42065250.50;33000000.00;27454572.98;Sim;Não;-
1820;2016-05-21 00:00:00;3;19;23;27;40;45;0;182;9333;0.00;17522.94;488.15;-;55315218.00;40000000.00;33329366.70;Sim;Não;-
1821;2016-05-25 00:00:00;19;22;31;36;52;53;2;84;6145;19896531.79;41772.19;815.73;SALVADOR:BA::BELÉM:PA;60860145.50;2500000.00;0.00;Não;Não;-
1822;2016-05-28 00:00:00;1;22;26;43;50;53;0;23;1885;0.00;61876.99;1078.56;-;24684450.00;6000000.00;2621630.30;Sim;Não;-
1823;2016-06-01 00:00:00;4;9;21;34;54;59;0;70;4110;0.00;25579.78;622.37;-;31057124.00;10000000.00;5920075.17;Sim;Não;-
1824;2016-06-04 00:00:00;5;6;12;19;30;60;0;157;8192;0.00;14170.67;387.97;-;38588368.00;28500000.00;24071272.35;Sim;Não;-
1825;2016-06-07 00:00:00;10;11;21;50;51;54;1;41;3176;27333858.49;43198.01;796.65;FORTALEZA:CE;30719489.50;2200000.00;0.00;Não;Não;-
1826;2016-06-09 00:00:00;17;19;32;43;48;51;0;42;2476;0.00;32630.91;790.73;-;23770859.00;5000000.00;2524601.69;Sim;Não;-
1827;2016-06-11 00:00:00;26;33;42;43;53;54;0;44;2487;0.00;34950.81;883.35;-;26673272.50;9000000.00;5357456.36;Sim;Não;-
1828;2016-06-15 00:00:00;6;11;32;40;48;59;0;36;2502;0.00;52197.16;1072.91;-;32592364.00;13000000.00;8818952.53;Sim;Não;-
1829;2016-06-18 00:00:00;7;13;24;30;32;53;0;103;6254;0.00;21224.08;499.35;-;37916872.00;27000000.00;22971302.58;Sim;Não;-
1830;2016-06-22 00:00:00;3;7;29;37;54;60;1;100;6640;27488182.36;24520.21;527.54;RIO:DE:JANEIRO:RJ;42529525.50;2500000.00;0.00;Não;Não;-
1831;2016-06-25 00:00:00;15;27;28;32;48;55;1;71;3168;2615804.34;20000.12;640.33;ITABORAI:RJ;24629594.50;2500000.00;0.00;Não;Não;-
1832;2016-06-29 00:00:00;14;34;46;47;56;57;0;31;1786;0.00;41849.62;1037.70;-;22501927.00;5500000.00;2389833.83;Sim;Não;-
1833;2016-07-02 00:00:00;2;3;7;16;27;42;0;105;6930;0.00;16702.91;361.53;-;30419207.00;9000000.00;5620528.25;Sim;Não;-
1834;2016-07-06 00:00:00;2;17;22;24;48;51;1;100;5132;9144980.42;19132.74;532.58;CAPITÓLIO:MG;33185138.00;15000000.00;0.00;Não;Não;-
1835;2016-07-09 00:00:00;8;28;36;47;50;58;0;41;3133;0.00;49808.69;931.17;-;35420563.50;18000000.00;13993542.04;Sim;Não;-
1836;2016-07-12 00:00:00;8;15;18;45;59;60;0;46;2948;0.00;34131.37;760.82;-;27231904.00;20000000.00;16885726.58;Sim;Não;-
1837;2016-07-14 00:00:00;41;44;48;50;54;57;0;32;2346;0.00;66740.59;1300.51;-;37043030.50;25000000.00;20819909.09;Sim;Não;-
1838;2016-07-16 00:00:00;5;8;24;30;57;59;1;115;5293;25207139.21;20709.91;642.80;SALVADOR:BA;41308785.00;2500000.00;0.00;Não;Não;-
1839;2016-07-20 00:00:00;7;22;28;32;56;58;0;30;2933;0.00;46444.42;678.64;-;24166919.00;18000000.00;13593147.19;Sim;Não;-
1840;2016-07-23 00:00:00;15;17;33;41;47;48;0;59;4879;0.00;38676.34;668.14;-;39578910.00;22500000.00;17796654.66;Sim;Não;-
1841;2016-07-27 00:00:00;3;6;13;38;49;51;0;81;6170;0.00;31142.44;584.05;-;43752614.50;27000000.00;22443433.51;Sim;Não;-
1842;2016-07-30 00:00:00;16;18;22;24;34;43;1;100;6722;27801637.78;29087.40;618.17;ALEGRETE:RS;50451173.50;2500000.00;0.00;Não;Não;-
1843;2016-08-03 00:00:00;8;26;28;33;41;54;1;51;3046;2685394.05;28584.03;683.70;LAGARTO:SE;25284829.50;2500000.00;0.00;Não;Não;-
1844;2016-08-06 00:00:00;3;4;37;39;48;50;0;21;2121;0.00;73375.18;1037.83;-;26726059.50;19000000.00;15241649.60;Sim;Não;-
1845;2016-08-09 00:00:00;3;9;13;29;30;51;0;75;4312;0.00;19728.10;490.19;-;25663326.50;21000000.00;17967242.21;Sim;Não;-
1846;2016-08-11 00:00:00;6;24;26;30;34;49;0;49;3189;0.00;42962.92;943.05;-;36513736.00;27000000.00;21845210.59;Sim;Não;-
1847;2016-08-13 00:00:00;1;6;45;49;50;57;0;44;3678;0.00;56494.85;965.49;-;43114960.00;32000000.00;26424266.87;Sim;Não;-
1848;2016-08-17 00:00:00;9;40;41;50;55;58;0;46;3330;0.00;61215.95;1208.03;-;48841485.00;38000000.00;31611512.99;Sim;Não;-
1849;2016-08-20 00:00:00;3;5;11;27;35;44;0;194;11341;0.00;16355.46;399.68;-;55033954.50;58000000.00;51420014.28;Sim;Não;-
1850;2016-08-24 00:00:00;23;24;32;38;40;41;1;81;5935;58632725.66;48339.16;942.46;RIO:DE:JANEIRO:RJ;67912631.50;2500000.00;0.00;Não;Não;-
1851;2016-08-27 00:00:00;8;18;21;22;35;37;0;40;3146;0.00;37468.65;680.56;-;25995277.00;5100000.00;2760847.66;Sim;Não;-
1852;2016-08-31 00:00:00;13;17;29;45;49;50;0;83;4187;0.00;19320.44;547.13;-;27813873.50;10000000.00;5714840.70;Sim;Não;-
1853;2016-09-03 00:00:00;1;2;34;39;41;45;1;28;2780;9543014.95;74219.70;1067.90;BRASÍLIA:DF;36044890.00;3000000.00;0.00;Não;Não;-
1854;2016-09-08 00:00:00;25;30;31;34;43;59;0;18;1548;0.00;70893.89;1177.63;-;22133380.50;17000000.00;14360440.78;Sim;Não;-
1855;2016-09-10 00:00:00;6;10;15;24;38;39;0;55;4074;0.00;33818.44;652.22;-;32261362.00;22000000.00;17786782.63;Sim;Não;-
1856;2016-09-14 00:00:00;2;9;14;22;32;37;0;122;7199;0.00;20190.03;488.79;-;42723149.00;28000000.00;22324226.34;Sim;Não;-
1857;2016-09-17 00:00:00;13;23;25;35;52;53;0;198;5600;0.00;14706.29;742.81;-;50505038.50;32000000.00;27688151.39;Sim;Não;-
1858;2016-09-20 00:00:00;22;28;30;33;55;59;0;53;3799;0.00;38788.97;773.06;-;35657471.50;36000000.00;31475179.58;Sim;Não;-
1859;2016-09-22 00:00:00;1;13;14;21;26;51;0;88;6049;0.00;32842.30;682.55;-;50128274.00;57000000.00;50903383.91;Sim;Não;-
1860;2016-09-24 00:00:00;10;30;36;40;44;60;1;109;11392;57628178.83;33491.77;457.79;JUIZ:DE:FORA:MG;63318563.00;2500000.00;0.00;Não;Não;-
1861;2016-09-28 00:00:00;2;4;9;35;45;60;0;41;3181;0.00;33009.81;607.80;-;23474332.00;5500000.00;2493108.83;Sim;Não;-
1862;2016-10-01 00:00:00;2;8;35;42;49;56;2;99;4549;2915182.12;18299.52;568.93;BELO:HORIZONTE:MG;31422552.00;3000000.00;0.00;Não;Não;-
1863;2016-10-05 00:00:00;16;23;45;56;58;59;0;31;2542;0.00;45038.97;784.65;-;24216790.50;5500000.00;2571962.18;Sim;Não;-
1864;2016-10-08 00:00:00;4;5;14;37;40;60;0;43;3530;0.00;44370.39;772.12;-;33092391.50;22000000.00;17804218.79;Sim;Não;-
1865;2016-10-13 00:00:00;1;5;31;32;37;42;0;38;3936;0.00;65074.31;897.51;-;42890351.00;27000000.00;22359420.30;Sim;Não;-
1866;2016-10-15 00:00:00;14;17;36;38;44;60;0;129;6185;0.00;20175.94;601.15;-;45142954.50;33000000.00;27153861.24;Sim;Não;-
1867;2016-10-18 00:00:00;3;10;17;21;22;43;0;96;6158;0.00;21908.52;487.91;-;36479653.00;35000000.00;31028209.82;Sim;Não;-
1868;2016-10-20 00:00:00;1;5;23;25;28;31;0;181;7846;0.00;14723.32;485.21;-;46222218.00;42000000.00;35937274.74;Sim;Não;-
1869;2016-10-22 00:00:00;11;23;24;26;40;52;0;66;4827;0.00;49705.43;970.89;-;56900256.00;64000000.00;57176870.77;Sim;Não;-
1870;2016-10-26 00:00:00;18;20;30;32;33;40;0;98;7040;0.00;48674.10;967.95;-;82735219.00;75000000.00;65963826.04;Sim;Não;-
1871;2016-10-29 00:00:00;3;11;17;33;52;58;1;275;15560;76548193.31;20893.81;527.52;VARGINHA:MG;99659087.50;2500000.00;0.00;Não;Não;-
1872;2016-11-03 00:00:00;11;13;25;39;46;56;0;25;2790;0.00;55160.14;706.09;-;23918384.00;5000000.00;2540269.69;Sim;Não;-
1873;2016-11-05 00:00:00;5;25;28;41;53;54;0;27;3152;0.00;61995.05;758.64;-;29032685.50;9000000.00;5623707.57;Sim;Não;-
1874;2016-11-08 00:00:00;10;28;37;43;44;47;0;16;1933;0.00;85109.69;1006.39;-;23619214.50;29000000.00;25420134.55;Sim;Não;-
1875;2016-11-10 00:00:00;1;45;47;52;53;55;1;45;2828;29697112.87;51595.30;1172.85;APARECIDA:DE:GOIÂNIA:GO;40270688.50;2500000.00;0.00;Não;Não;-
1876;2016-11-12 00:00:00;7;18;39;41;44;51;0;23;2308;0.00;62070.94;883.65;-;24761821.00;5800000.00;2629847.55;Sim;Não;-
1877;2016-11-16 00:00:00;13;16;23;24;32;35;0;90;4306;0.00;15617.00;466.30;-;24378487.00;8400000.00;5218982.82;Sim;Não;-
1878;2016-11-19 00:00:00;12;16;26;40;56;57;0;36;2981;0.00;58126.73;1002.80;-;36294835.50;13400000.00;9073702.73;Sim;Não;-
1879;2016-11-23 00:00:00;5;10;20;57;58;59;1;103;4610;12957556.93;20469.69;653.35;MONTES:CLAROS:MG;36569155.00;15000000.00;0.00;Não;Não;-
1880;2016-11-26 00:00:00;5;16;19;37;51;56;0;65;5045;0.00;33082.62;608.91;-;37297494.50;20000000.00;14794344.48;Sim;Não;-
1881;2016-11-30 00:00:00;3;10;30;44;53;56;1;44;4024;18918141.78;50878.02;794.74;SALVADOR:BA;38828384.00;3000000.00;0.00;Não;Não;-
1882;2016-12-03 00:00:00;9;10;19;35;37;41;0;25;3054;0.00;64051.30;749.03;-;27773742.50;6000000.00;2949730.90;Sim;Não;-
1883;2016-12-07 00:00:00;16;27;28;47;59;60;0;30;2896;0.00;56930.77;842.50;-;29623391.00;9600000.00;6095905.09;Sim;Não;-
1884;2016-12-10 00:00:00;1;4;23;32;38;59;0;47;3839;0.00;43216.38;755.84;-;35230006.00;25000000.00;21103130.14;Sim;Não;-
1885;2016-12-14 00:00:00;7;14;18;23;32;59;0;88;6170;0.00;27665.59;563.68;-;42226884.00;33000000.00;25587867.65;Sim;Não;-
1886;2016-12-17 00:00:00;3;7;15;40;45;54;0;72;6962;0.00;39561.62;584.48;-;49405237.00;36000000.00;30834987.47;Sim;Não;-
1887;2016-12-20 00:00:00;11;23;34;41;46;56;0;54;3496;0.00;40268.09;888.55;-;37715622.00;40000000.00;34840603.05;Sim;Não;-
1888;2016-12-22 00:00:00;1;10;17;18;45;48;2;113;7195;20091578.77;25665.88;575.84;CAMPINAS:SP;50303820.00;3000000.00;0.00;Não;Não;-
1889;2016-12-24 00:00:00;16;23;25;28;30;44;0;49;3138;0.00;28397.25;633.46;-;24134523.00;225000000.00;82505122.23;Sim;Não;-
1890;2016-12-31 00:00:00;5;11;22;24;51;53;6;1665;124889;36824758.22;25481.21;485.30;SALVADOR:BA::FORTALEZA:CE::TRIZIDELA:DO:VALE:MA::BELO:HORIZONTE:MG::CAMPO:GRANDE:MS::FAZENDA:VILANOVA:RS;735869326.50;2500000.00;0.00;Não;Não;-
1891;2017-01-04 00:00:00;1;3;19;23;47;58;0;46;3488;0.00;26153.43;492.73;-;20866660.50;4500000.00;2216159.14;Sim;Não;-
1892;2017-01-07 00:00:00;6;17;22;30;37;50;0;31;2623;0.00;52421.85;885.07;-;28186455.50;8000000.00;5209722.53;Sim;Não;-
1893;2017-01-11 00:00:00;16;17;19;28;45;58;0;44;3162;0.00;37826.41;751.94;-;28867835.50;11000000.00;8275652.39;Sim;Não;-
1894;2017-01-14 00:00:00;21;31;35;53;54;57;0;37;2761;0.00;56148.15;1074.91;-;36033266.50;25000000.00;19709935.80;Sim;Não;-
1895;2017-01-18 00:00:00;2;3;5;10;15;34;0;175;10199;0.00;13303.72;326.10;-;40381043.50;28000000.00;23998634.45;Sim;Não;-
1896;2017-01-21 00:00:00;3;6;14;15;21;25;1;133;7692;28783383.17;19529.58;482.40;ITANHAÉM:SP;45051695.50;2500000.00;0.00;Não;Não;-
1897;2017-01-25 00:00:00;9;22;25;47;52;58;0;46;2873;0.00;28168.68;644.30;-;22474543.00;5000000.00;2386925.50;Sim;Não;-
1898;2017-01-28 00:00:00;12;34;45;53;55;58;0;32;2722;0.00;51269.12;861.03;-;28455896.00;9000000.00;5409105.01;Sim;Não;-
1899;2017-02-01 00:00:00;20;23;35;36;44;48;0;39;3023;0.00;45462.41;837.87;-;30752715.00;24000000.00;19831525.03;Sim;Não;-
1900;2017-02-04 00:00:00;8;11;27;28;43;46;0;87;5573;0.00;29411.18;655.91;-;44381116.50;30000000.00;24545054.40;Sim;Não;-
1901;2017-02-08 00:00:00;11;12;26;30;37;53;0;60;4645;0.00;46078.62;850.28;-;47953150.00;35000000.00;29637954.24;Sim;Não;-
1902;2017-02-11 00:00:00;2;7;9;18;21;25;3;367;13764;11813566.31;8583.27;326.94;IPATINGA:MG::ITU:SP::SANTA:CRUZ:DA:CONCEIÇÃO:SP;54636827.00;3000000.00;0.00;Não;Não;-
1903;2017-02-15 00:00:00;9;10;15;28;43;45;0;41;3205;0.00;33533.69;612.82;-;23846886.00;5000000.00;2532676.20;Sim;Não;-
1904;2017-02-18 00:00:00;12;15;18;21;51;56;0;82;4003;0.00;20742.50;607.00;-;29501318.00;22000000.00;19038780.05;Sim;Não;-
1905;2017-02-21 00:00:00;29;35;43;54;56;57;0;22;2351;0.00;70438.67;941.63;-;26878204.50;25000000.00;21893399.68;Sim;Não;-
1906;2017-02-23 00:00:00;6;27;33;39;40;60;0;54;3833;0.00;38424.36;773.32;-;35988757.00;30000000.00;25715612.29;Sim;Não;-
1907;2017-02-25 00:00:00;3;25;35;38;44;48;0;55;4353;0.00;42855.91;773.54;-;40882726.50;35000000.00;30057592.56;Sim;Não;-
1908;2017-03-01 00:00:00;4;10;13;23;27;57;0;95;5839;0.00;17555.12;408.02;-;28926369.50;38000000.00;33129739.06;Sim;Não;-
1909;2017-03-04 00:00:00;11;40;43;45;47;57;0;27;4423;0.00;122896.60;1071.73;-;57553279.00;58000000.00;51941537.67;Sim;Não;-
1910;2017-03-08 00:00:00;6;9;15;22;39;48;1;219;10816;59741202.88;19333.81;559.23;CONCEIÇÃO:DO:PARÁ:MG;73439205.00;3000000.00;0.00;Não;Não;-
